formula,target
AsCe,0.21
Ca3Cl3P,0.24
LaMgNi4,0.32
As4Si2Zn2,0.24
As4Pd2U2,0.3
O8Si2Zr2,0.3
CuO4P,0.15
Co2FeSi,0.31
CuF6Zr,0.12
Cu2GeLi,0.32
Ga8Ti4,0.23
Cl2In2,0.28
Cu6P2Se8,0.31
C3Al6N2,0.24
NiSnTi,0.51
BaScY,0.14
Na4O16V8,0.29
Ge6V2,0.44
In2LiRu,0.33
Bi2F7K,0.33
As64Zn96,0.29
AsF6K,0.35
LiNZn,0.21
LiRh2Sb,0.37
AlAu2Pa,0.42
MgRu2Ta,0.31
GaLiNd2,0.23
AgCdSc2,0.35
AuOsSc2,0.36
Ag2LiPb,0.29
RbSr3,0.5
Ag2N2O4,0.32
H2NaRb,-0.67
P4W2,0.25
Al9CaCo2,0.23
CuGa2,0.29
As2Ti6,0.33
Ca2Mn2Sn2,0.4
O6Te2,0.11
Cl6Y2,0.33
Ca4Ir4Si2,0.32
Al2SrTe4,0.25
K2Li2Te2,0.31
Mg2O7P2,0.27
CsLaNb2O7,0.26
Rh3Si2Sm,0.25
Si6Ta10,0.27
Ge2S4,0.23
Li3O6V2,0.24
In2O6Sc2,0.33
Cu4Si2Zr3,0.27
Be2PdPt,0.45
CaRh2Y,0.34
LiPtSc2,0.32
OsSc2Zn,0.33
Mn2N6Sr6,0.25
Ru2ScTi,0.35
BaRb3,-0.84
NaNi3,0.29
As3Np,0.2
OsYb3,0.44
Pd2SmYb,0.34
Au2Ba2P2,0.26
Al4Cu2,0.32
CPt,0.66
N8Ti4Zn4,0.34
MgO3Zr,0.33
Mo3Se6,0.28
Mg2Te2,0.34
Ca8Cu4,0.29
Fe2,0.32
Ge2Mg4,0.36
Cl6K2Mn,0.23
Br6K2Pt,0.26
AlCaSi,0.22
ErNi2P2,0.25
Al4O10Ti2,0.28
Ca2F8Zn2,0.35
GdSe,0.32
In2Pt4Y2,0.36
Bi2Ca4O,0.23
F6K3Mo,0.32
Co2CrGa,0.32
Cl6Cu2Rb2,0.36
Al2CdS4,0.26
O2V2,0.26
Pd3Sn,0.34
F2Nb2O4,0.32
C6Si6,0.16
Hf2O6Sn2,0.24
Ag4Au4O12,0.31
Sb2V2,0.29
S2Zr2,0.34
Hg2LiPd,0.41
AcLiTl2,0.47
Au2BiPr,0.44
LiRh2Ti,0.32
Au2SnTb,0.4
AlMgNd2,0.27
MoOsTa2,0.25
MgNaPb2,0.47
GaMgRh2,0.28
NbRu2Tm,0.32
Re2TiW,0.28
MgRh2Sn,0.34
Ir2MgTa,0.17
Ce2Rh4,0.39
Lu3,0.25
MoO3Rb,0.24
Ca3Rb,0.3
HfN,0.31
MnSn,0.86
AsNSr3,0.21
FeTe4V2,0.23
B2Ta4,0.21
Cd2S8Sc4,0.35
B2Fe2Lu,0.29
Al8Hf4,0.21
Cu2SnTe3,0.31
Au6Mg18,0.28
Fe6Si2Zr4,0.26
PuTe,0.28
In2LiPd,0.52
Mn2P2Rb2,0.27
Co4Lu2,0.38
Cl8Li4Zn2,0.29
Bi4Rb2,0.47
BiF3,0.55
Ni5U,0.31
Cu2Ga2Se4,0.29
Pt2Si2Yb,0.46
O14Y4Zr4,0.23
C3As4,0.22
Cu4F4O2,0.32
LiNi2P2,0.34
K2Se,0.28
Al2LiNi,0.26
Al3Cu3Tm3,0.28
AgBr,0.44
Al2NiRu,0.29
Mn2TaTi,0.32
Ac2Au6,-0.16
K4O6Te2,0.27
CuLiO2,0.29
K3Sr,0.14
GaLu2Zn,0.26
LuRu3,0.38
N2Pb2,0.52
O3PtRb,0.11
HoTh3,0.23
In3Lu,0.36
Li3Tc,0.35
Li3Th,0.4
ErHg2Y,0.35
CZn3,0.56
Ga6Ho2,0.23
As2Er2O2Zn2,0.3
Ac6Nd2,0.28
Eu2Ge2Zn2,0.17
NPd3,0.35
Eu2Ge2Zn2,0.26
F4Pd2,0.41
CCdN2,0.37
AuTi,0.37
EuZn,0.25
Ga2Yb,0.11
Hf10Si6,0.24
Pd,0.38
C2Co2Dy2,0.32
InP,-0.81
Al3Ce3Pd3,0.31
Fe6N3,0.34
Rh3Th,0.31
LiPd,0.31
Cu4O8Rb12,0.33
Sb8Sm4,0.28
Ba3O6Zn3,0.32
Sb4Sn2Zn2,0.26
Ge2Se2Zr2,0.23
C2Li4O6,0.27
O8Si4,-0.01
CrF6NaRb2,0.2
Ba3I6,0.34
BiIn2,0.18
As2BaCr2,0.25
Dy2O8P2,0.31
H8B2Li2,0.26
Li5N3Ni3,0.25
Ca4S12Zr4,0.27
Ge2Hf2Se2,0.23
Ho16O24,0.3
Ni2TiZn,0.37
Au2DySn,0.41
IrRhSm2,0.39
Ga4O6,0.31
Re3Sb,0.4
GeNdO3,0.3
Mg2Zr6,0.31
AgHgTm2,0.35
O3OsY,0.6
Ag2O4Sr2,0.34
NTi,0.33
AsFe2Ti,-0.52
HfPd3,0.31
CMg6Nb,0.22
La2S4,0.33
Ir4Si4,0.32
PdTi,1.0
Te6V3,0.23
Ga,0.44
Al2MgS4,0.25
Fe8W4,0.28
BrKO3,0.23
Cl6Mg3,0.25
Br2F6,0.29
Pd2Sm2,0.35
Ba8O16Ti4,0.3
P4S12Sn4,0.22
C6Al6Sc2,0.17
Hf10Sn8,0.26
Cu2Ga2S4,0.29
O8Os2,0.24
ClNdO5Te2,0.34
Nb3Rh3,0.38
Al4Dy2Ni2,0.26
Ba2HfO4,0.27
BaSi2,0.2
Cd2Ge2Sr,0.37
N4W3,0.36
CsF3Mg,0.26
MgNd2Tl,0.29
F3Tm,0.38
PaRu2Y,0.35
AlRu2V,0.28
Au2CeSn,0.32
Mg2Ni3P,0.27
Ge2Sb2Zr2,0.2
B2Mo,0.28
BZn3,0.59
PrSm3,0.25
BeNaO3,0.33
LiO3Y,0.51
CdMg3,0.33
Al4P8Sr6,0.26
Ge2Hf4,0.22
As4Hf4,0.28
CCd,0.44
Ti2Zr,0.3
Li14N6O3P2,0.18
N8Sr8Zr2,0.32
AgB2,0.44
Ho2S4,4.61
Au9Cd9,0.39
ErPt3,0.31
In3Mg3Tm3,0.2
In2Y4,0.29
B2Sc,0.12
Bi2,0.41
Bi8Ge6O24,0.18
H8Al2Na2,0.24
Al4Ca2,0.21
Cu,0.34
C2N8Si4,0.39
In2Sc4,0.25
Li2S4Y2,0.22
C2Al2Zr4,0.21
Al12Ni4Y4,0.24
LaPd2Si2,0.31
K4Li4O4,0.21
Cr8Hf4,0.34
F2Hg2,0.32
BiLiS2,0.26
La2Na2O4,0.33
FNb3O7,0.33
AlNaO2,0.22
Mn2O8Ti2,0.32
O8V4,0.27
BeMnTi2,0.34
Be2IrLi,0.29
CuOsZr2,0.37
AlY2Zn,0.23
LuReTc2,0.33
Bi2Ti6,0.63
Hg2MgSm,0.32
PrYZn2,0.32
Cr3Cu,0.34
Cl3CuTl,0.31
Pd3Tl3Yb3,0.3
CdS,0.29
Pd5SeTl,0.37
AlZr3,0.27
Co2Na8O6,0.32
CdO6Sr2W,0.32
In3Y,0.37
CoSnTi,0.61
P16Zn24,0.27
GaMn2V,0.31
Ge4Ru2Sm4,0.28
IrMn,0.22
Cl8S2W2,0.27
P2Rh3,0.37
La4O7Pd,0.31
Au4Cl4,0.27
InNaO2,0.24
C2NdNi,0.29
CuF3Tl,0.34
C4Ca4O12,0.31
P2S10Ti2Tl2,0.31
BaN8Si6,0.22
P2V2,0.3
Cl4Os,0.39
B2Pu,0.11
Fe6Ge4Li,0.29
LiTaW2,0.6
H2Mg3O12Si4,0.28
Ge2Sr,0.2
Cu2LiSi,0.31
Cs2F6Zr,0.31
As2OSr4,0.22
As2Cu4K,0.34
Ni2PaSn,0.37
GeMn2Ti,0.3
AlAu2Cu,0.4
AuGeSc,0.37
NiRhSc2,0.34
Dy6Nd2,0.24
PbRb3,0.2
Li3Mg,0.47
CuRh2V,0.43
AcLa3,0.29
Ag3P,0.4
Nb3Ni,0.5
NaSe2Sm,0.19
NZr,0.38
B4Re2Ti4,0.2
MgO3Ru,0.42
BiU,0.38
N6Re2Zn4,0.34
Cu4Mg2,0.32
AgCe,0.27
Cu2GeTe3,0.3
Ba2Sn4Zn4,0.28
As4Mo5,0.26
HfPtSn,1.08
AsNp,0.32
CePd3,0.31
Fe4Ge4,0.27
Cl6Mo2,0.28
Cl6Rb2Te,0.13
H2F4K2,0.29
Lu4S6,0.32
Au2DyIn,0.41
Pt3Zn,0.36
Nb4O12Rb4,0.3
O12Sr4Zr4,0.25
Al2Li2Te4,0.29
PSn,0.12
F6MnPt,0.19
Ni8Ti6,0.39
BiSe,0.55
F6O18Re6,0.24
K,0.44
KPtTa,0.47
Be5Pd,0.15
Ag2As2Ba2,0.23
O14Pb4Y4,0.29
Ca2Pd4,0.33
CGaPr3,0.33
F6S,0.34
O5Rb2Zr2,0.3
AuCa2Pd,0.31
AgPd2Yb,0.42
ErOs2Ta,0.32
Ca2N2Zn,0.26
Si46,0.25
H3Sc,0.3
CRe3,0.48
BiNi3,0.37
CoZn3,0.34
N6Sr2W2,0.3
Fe2InTi,0.39
Sb2Sm2Te2,0.29
CuF2O2Sr2,0.26
N4Na4Ni4,0.21
Cr4Ga2N2,0.3
Dy4,0.24
Nd2Sn4,0.27
NSc,1.02
Zr2,0.34
CY2,0.28
Sc10Sn6,0.21
Ce2Li2Sn4,0.26
Ba4Cu6O13Y2,0.29
Fe2Si2U,0.29
Mn2S4Sn,-0.06
Gd2O4,0.27
La2Mg6,0.22
AlFe,0.27
Br2N2Ti2,0.27
ScSi2,1.05
Ce2Ge2Li4,0.33
Cl6Cs2W,0.31
MgNi2Sb,0.35
Co2Si2Tb,0.25
Na2O8Re2,0.32
CrF6KRb2,0.21
Mn3NRh,0.33
HfMoSe,0.6
CaTa2Tl,0.38
AlO4Sb,0.25
Mo4O8,0.26
Al2O3,0.28
HoLiTl2,0.33
HfSnTc2,0.4
As2Be2Mg,0.25
LiScTl2,0.27
Pd2TmZn,0.45
Rh2SmYb,0.35
AlRh2Ti,0.51
CuLi6S4,0.3
Cr2,0.29
Ge2Hf2O8,0.33
Au3Os,0.43
Cl6LiRb2Tl,0.28
NY,0.53
PTl,0.02
C4Ca,0.26
Ni2Ti2,0.38
FeSbV,0.48
C2Na2,0.32
CdCu4Ho,0.3
CFe4,0.61
AlCu3,0.34
C2Hf4S2,0.22
C2Fe6,0.3
PdTi2,0.31
Ir8Se16,0.28
Hf2Se2Si2,0.22
P4RuSi4,0.21
As8Ga8,0.21
O2U,0.31
Ge3Pd3Ti3,0.32
Al30Mg23,0.35
Al28Co4Cu8,0.26
Cr2La2O6,0.27
InMgNi2,0.33
Ce3Mg3Pt3,0.34
I2Se4Tl10,0.28
Cl14Nb6Te2,0.25
Te4Zr5,0.27
Al4Mg2O8,0.27
CeSb,0.27
NdNi2Si2,0.26
GaS8V4,0.24
As12Co4,0.21
B2Co3Sc,0.26
AlPd2Zr,0.45
C2Br2Pr4,0.25
BLaRe,1.63
Hf4Ni4Sn2,0.3
Au2Sc2Sn2,0.3
H6Ba2Ru,0.27
Ag2F6Li,0.38
O2RbTl,0.35
Sc2TcZn,0.34
AcNaTe2,0.37
FeHf2Os,0.29
IrNiY2,0.33
AuBiYb2,0.25
As8Se12,0.25
K3Sm,-0.12
NPd,0.49
HfIr,0.47
B2Fe2,0.24
CdN,0.58
Ca2Ge,0.12
CTa,0.41
CoGa5Tb,0.23
CaHfN2,0.19
Ge2Ti2Y2,0.24
SZn,0.29
Fe2Se2,0.25
AlRe,0.37
AuBe5,0.16
As4Ta2,0.21
Te2Ti,0.21
B2Mn4,0.27
Co2GaNi,0.36
CuInO2,0.36
CEuRh3,0.33
CeP,0.42
Co2SnV,0.32
AsNp,0.31
NaO3,0.19
FePt,0.3
PdSnZr,0.48
Cl2CuO2Sr2,0.28
Ag2HgI4,0.29
Pt4Y2,0.3
Ir4Tb2,0.29
Br3Li7O2,0.23
Al3Ni2U,0.22
HoNi2Si2,0.29
B2Co2La,0.26
Al12W3,0.23
BiDyPt,0.3
AgCd2Ce,0.37
Na8Nb8O24,0.26
Ba2Ce2N4,0.31
Ca2Ge4O10,0.3
F9Y3,0.33
I2Zn,0.85
Si8,0.94
Cu2F6K2,0.34
NiS6V3,0.28
CHo3Sn,0.4
NaO2Tm,0.22
AgF,0.5
Li3S4V,0.28
RhRuSc2,0.32
Nb,0.72
Ir2TiZn,0.3
Br4Y2,0.06
Mg3Pa,0.16
N6W2Y2,0.37
H2KNa,0.2
N2Zr2,0.31
CLaPt3,0.21
B2Ir3Tb,0.29
Cr2S4V,0.22
NiSe4Ti2,0.27
Cd2Dy,0.27
Ni3Sb2Zn,-0.11
Ga2Ho,0.21
Cd2Ga2Sr,0.25
Mn8O16Si4,0.31
H2,0.5
F4K2Pd,0.34
Mn2N4W2,0.33
Li2N2Sr2,0.28
BPd3Tb,0.48
Cl2Cu,0.26
Cl4Cu4Se8,0.24
Ca4Li4N4,0.26
Pt3V,0.3
GaLi2Pt,0.34
EuNi2P2,0.24
Ge2S2Zr2,0.23
Ag2Ca2,0.28
Nb2O8Y2,0.33
IO3Tl,0.25
Bi2BrO4Y,0.27
Rb2Sb4,0.28
Lu4Ru8,0.38
Cl16Ga8,0.25
Pt5Sr,0.31
Au2Cs2Te2,0.35
Mg2Na2Sb2,0.26
Cu3K3P2,0.31
Bi4O16Zr4,0.32
BaO3Pa,0.31
Pt2TiZn,0.71
Ag3Pm,0.66
LuMg2Tm,0.25
Gd2MgTl,0.36
AuCdLi2,0.3
IrTcTi2,0.28
AlCu2Li,0.3
Cu2S4W,0.24
Ho6In2,0.29
LiRb3,-2.95
Dy3Y,0.25
Pt2Ti2,0.46
GaTi3,0.38
Sb2SeTe2,0.29
BiI3,0.49
MnTe,0.19
O2Zr6,0.32
Np8,0.23
BaSe,0.25
Si4Y2,0.36
F6GaKRb2,0.28
Hg2U,0.29
O3PbTi,0.24
N8O24Pb4,0.37
Ni2SnV,0.6
CPbSc3,0.19
Mn3NRh,0.52
Fe3Si,0.31
B2Ho,0.15
Cl2Hg2,0.31
AgMg,0.3
Al2Na2Si2,0.27
I8Pd4,0.23
AgBiS2,0.38
Au5Sn,0.42
ClO4Tl,0.43
Li2N2Zr,0.17
CeCo2Si2,0.24
AlCu2Zr,0.33
Nb10Si6,0.27
Ni2P2Pr,0.21
Al3Pr,0.18
Rh3Sc,0.3
CaHo2Se4,0.23
Cu4Ge2Se6,0.31
As2O6Pd,0.28
Co2Mg2O6,0.3
Pa3Te,0.22
AgHg2Pm,0.39
HgPd3,0.39
I6Nd2,0.27
CuPd2Zn,0.34
Dy2IrRu,0.31
IrMnTi2,0.3
GaNiRh2,0.37
Hf2RuTc,0.3
AcAg2Cd,0.65
AlGeRu2,0.31
F3KPd,0.36
NpO3Rb,0.27
Au2CdHo,0.37
MgYb3,0.32
Si2Y2,0.21
Er2Se4,0.33
TbTe2Tl,0.25
C2BN,0.09
CaGeO3,0.2
CoFeGeMn,0.27
Mo2S4Se2Te2W2,0.22
Li2N2Sn,0.2
Ge2V2Zr2,0.29
Al2Ba3Ge2,0.24
RbSe2Tb,0.22
Si6V3,0.17
Pt3Ti,0.29
RuTa,0.39
NPu,0.25
Fe2Sn2,0.21
Pt4Sn4Y4,0.33
P8Zr24,0.28
Br4K2Pt,0.27
LaPd5,0.34
Mg18Sn10,0.25
Mg18Rh6,0.32
AgLi2Sn,0.25
F6K2NaSc,-0.05
H2Cs2O2,0.29
Al4O6,0.29
Fe6LiP4,0.29
Fe2Si2Th,0.26
Al16O24,0.25
Al2CdTe4,0.24
HfNiSn,0.19
As2Be2Li2,0.22
Lu2Mg6,0.58
BGa3,0.85
LiO3,0.26
HgInSm2,0.36
As4Be2Si2,0.19
O3OsZn,0.43
ClCsINa,0.29
Cd2Mg2,0.33
C4B4Er2,0.22
Si4,0.26
AuSc,0.34
Ru6Si6Ti6,0.28
P2Ru2Sm,0.22
Al2O4Tl2,0.35
LiS2Y,0.26
Cr6Ir2,0.33
Ag3Pb3Tm3,0.3
Sb8Se12,0.51
Au2Se2,0.25
Cu16Pd4,0.35
Al2CeZn2,0.26
Al6Zr2,0.18
F5KOTl2Zr,0.35
CuMn3N,0.22
CrFe2Se4,0.28
Pt21Ti7,0.3
CuInPt2,0.34
Ge2Mg6,0.45
F6PTl,-0.05
PSm,0.22
BeCs2O2,0.07
BiNa5O5,0.22
Nb8O16Sr4,0.29
K2Nb2Se4,0.24
Sm3,0.24
GaTc2V,0.35
CrTcV2,0.31
AuHgLi2,0.4
As2Ga2,0.23
Li8O8Ti2,0.27
H30B30Li6,0.28
As3Zn,0.75
MnSe,0.19
BN3Ta2,0.33
CH6Br3NPb,0.33
NaO3Sr,0.24
AgPr2Tl,0.38
O3ScSn,0.32
AgCa2Ge,1.05
Ac6Ca2,0.26
F6RhSr,0.23
Ag2Au2O4,0.38
Br,1.21
C8B16Ho8,0.38
AsTe,0.4
CTa,0.34
MgO3Sn,0.13
Cu4HoPd,0.36
Al2Ca3Ge2,0.21
MgSc,0.26
LiNi2Sn,0.38
La20Si16,0.29
Mg4O8,0.23
Al8Mo3,0.2
Br6Pu2,0.32
C2Ce,0.35
Ce8O28Y8,0.31
O4Ti2,0.36
As3Cr3Ni3,0.3
F24Pt4,0.36
Fe12P7Zr2,0.25
B2LuRu3,0.29
F6Ti2,0.32
GeLi2Zn,0.46
Ga24Ni24Zn8,0.29
GdTe,0.35
Ca2N12,0.29
Mo4O8,0.28
OTi,0.21
F6Rb3Tl,-0.85
Li2Ni3O6,0.28
IrRhSc2,0.31
CdPbSr2,0.41
DyMg2Pm,0.24
CuPm2Ru,0.34
Gd2InMg,0.25
Au2NaSm,0.37
Cd2PdRh,0.34
CdInLu2,0.32
Al3Si2Y2,0.2
GaMgSc,0.23
H6Re2,8.34
PtRhZn2,0.35
O3PdTe,0.53
ErMg2Y,0.28
C2Al2Nb4,0.23
AgLiO2,0.31
AsGa,0.32
BTi,0.51
C2N4,0.09
Li2Nb4O2,0.42
Ca8Hf2N8,0.3
Bi2Mg6,0.51
AlAu2Hf,0.44
Al3Li,0.22
LuOs2Si2,0.31
P4Pt4Sc4,0.3
Mg24N16,0.22
Mg4Pr4Rh4,0.33
O2Pb,0.44
C4V8,0.29
Cl6K2Pt,0.29
Ba2S6,0.26
S12Sb8,0.27
H2MgO2,0.2
Ba2Bi4Zn2,0.25
Ni2Si2Y,0.28
CaO3Zr,0.37
N2NaTa,0.22
O8Te4,0.14
Br12O4P4,0.13
Cu3NbS4,0.24
Pt4Tm2,0.31
C4Fe12,0.33
F4,0.24
Co3O8Te,0.7
Ag2O,0.37
Li8O12V4,0.23
Li3S4Sb,0.26
GaOsSc2,0.33
InLiRh2,0.37
Hf2IrMo,0.32
CuDy2Os,0.32
ReV3,0.36
CaHg2Pr,0.3
Cu2ScZn,0.36
KNbO3,0.28
LuTh3,0.21
OsRb3,0.75
CuZn,0.37
Ca4Sb2,0.17
Hf4P4,0.26
Ni2Tb2,0.32
C2Ru2,0.23
Ho2Te4,0.32
NaS2V,-4.87
Cl4PdRb2,0.38
F4Rb2Zn,0.35
AuLu,0.34
P24,0.31
Pt2V,0.3
Ca2Ge4Ni2,0.3
O2PTi3,0.33
Ir6Mg26,0.3
N12Nb4Sr8,0.28
Ga2Sr,0.26
B4Mo4,0.24
C2Fe2O6,0.52
Ir2Sn2,0.34
CeO2,0.32
Pb2Te6Tl8,0.28
Al2Ge2Mn2,0.26
In2Te4Zn,0.24
CPbPd3,0.49
Ir4Lu4Si4,0.27
BrCu,0.37
CNb2,0.33
CuLiO2,0.27
Na2O4Pd3,0.33
Cl6PtTl2,0.29
Cd2Sm,0.31
Sm4Tl2,0.32
Er2Pt4,0.32
Ga2LiPd,0.48
IrYb,0.36
Ag2F8K2,0.33
F8Fe2Li2,0.23
Ru2TaTi,0.35
AcAu2Hg,0.41
CdEr2In,0.29
Ir6Mn2,0.28
DyRu2Ta,0.32
Rh2YbZr,0.36
GaLiPd2,1.14
Ag2CdLi,0.43
RuSm2Zn,0.36
Nb2P2,0.26
TeZn,0.38
Sc2Si2,0.22
Ag2O4Tl2,0.4
EuGeZn,0.09
CaMnO3,-0.11
KMg6Zr,0.27
Cu3O2,0.35
MoSe2,0.23
CdGeLi2,0.81
O8Si2Zr2,0.3
Ba2O6TaY,0.26
Si4Sr4,0.24
NiS6Ti3,0.23
Ge4Pd4,0.34
CdCe,0.07
C2Ni2O6,0.27
FeNaO2,0.24
C2Cr4Ge2,0.32
O8Pb2Sr4,0.29
O4Ta2,0.29
Al3Sc,0.17
Ag3Sb,0.38
Ba2Cl2Cu3O4,0.34
Cl6U2,0.26
Ca2Si4,0.23
Cr3GaN,0.29
In2S4Zn,0.28
H8Mg4,0.22
KOsSn,0.46
Fe3Ga,0.39
BaPd2Sb2,0.34
Bi4Br12,0.31
Sr,0.27
LiSe6Ti3,0.23
Si2Tc2Th,0.39
PdSc2Tc,0.32
MgNdZn2,0.26
Br2Cl2,0.54
GaPtSc2,0.32
AsO3Sc,0.34
Pb2Sb6,0.46
FHg3,0.5
C,0.29
DyTe2Tl,0.26
F2S2Y2,0.28
CaN2,0.3
CeSe2,0.48
AlPPt5,0.34
Co2Se4V,0.25
MoS6Se2W3,0.21
N12Si4Sr10,0.3
AlMg,0.28
Al2Sc4Si4,0.21
Ba2Hg4,0.4
AlNbRu2,0.28
Re8Sc4,0.35
Rh6Te4,0.35
Ba2F8Mg2,0.28
CEr3Pb,0.43
C8Re4Y8,0.25
Sn2V6,0.44
O12Sb8,0.11
Mg12Ni6,0.3
AsDy,0.22
B2Rh3Sm,0.29
Cd6Mg2,0.38
Li8Nb8O24,0.26
Os8Sc4,0.37
F3KZn,0.29
B4Fe2W4,0.27
CoTlW,0.64
C2Ba2O6,0.38
CrLi3S4,0.29
Ba3Mg3O6,0.28
CdInPm2,0.31
AlIr2Mn,0.3
PtTcTi2,0.33
Cd2DyMg,0.3
OsTeTi,0.35
KO3Si,0.23
Li3Tc,0.28
O3PuSm,0.43
C2PrRh,0.28
AlTb3,0.49
NOs,0.53
Li2MgSi,0.19
CPt,0.46
C3Cr2Dy2,0.3
BSi2Ti6,0.22
Lu6MoSb2,0.26
Cd3In,0.74
F8Mg2Sr2,0.27
Al20Co8,0.23
K2Mn2P2,0.27
Ge2Nd2Ru2,0.27
Co4Ge4Mn4,0.31
F12Yb4,0.02
O4Te2,0.35
Bi2Cl2O4Pb2,0.32
Br6La2,0.28
HNi,0.35
Cu2O8P2,0.22
CaF2,0.28
FeTi,0.29
Ca4Ga4Pt4,0.37
Bi2CoHf6,0.28
Cr2Mn4O8,0.34
Al12Li12O24,0.18
CaF3Rb,0.26
MnPdSb,0.42
FeO3Sr,0.24
Ir2Ti6,0.46
C8,0.17
Co10La2,0.37
H2,0.54
I8Zr4,0.22
Ge2Ni2Yb,0.33
O8P2Ti2,0.24
Pb4Pd6Te4,0.3
H2NaPd3,0.35
HRbS,0.27
Cu4O4Rb4,0.32
Cu3Sn,0.5
CuNd2Ru,0.35
Co8Mg4,0.29
Ru2SiTi,0.27
TcTi2Zn,0.36
HfLiPd2,0.41
B2O6Sc2,0.29
BaSnSr,0.47
N2W2,0.39
Hg3Si,0.53
Pr4Si4,0.23
BDyPd3,0.47
CdF3K,0.26
Au2Zr,0.39
CoGa5Ti,0.27
Al2Ni3Pr,0.28
Al4Ti2,0.2
GeLiRh2,0.29
RhZn13,0.3
Ni2Tb2Zn,0.35
Cu2Lu2Pb2,0.22
La2Mg4,0.28
Co2O6Ti2,0.32
Cu2Pb2Tb2,0.2
Nb3O3,0.26
ErGa2,0.22
C6N8,0.15
TbTl,0.35
As3Fe3Mn3,0.3
S6Zn6,0.3
Fe2Si2Zr,0.29
PtSbYb,0.34
I6K2Tm2,0.34
CrCuS2,0.31
Ga2NiS4,0.25
Pd2Sb2Sr,0.38
Ba2S6Ti2,0.44
Ru,0.25
AlHfRu2,0.32
CoGa2Ru,0.3
Fe3V,0.3
Ca6Cr2N6,0.25
AuInZr,0.32
B2O6Ti2,0.32
Ho6Lu2,0.22
GaNbRu2,0.27
MgYb3,0.66
Eu2Ir4,0.31
GeTi3,0.36
N2Tc2,0.29
Cr3N4,0.1
Cr2MnSe4,0.23
C2Tl2Zr4,-0.07
Pt4Sm2,0.31
OsZr,0.3
Mo6Si2,0.28
F6Rb2Zr,0.3
Cs2F6Hf,0.31
Fe2Li2O4,0.23
BaNiO5Tb2,0.28
Cr4O6,0.27
Ga4Tm2,0.22
BCePd3,0.86
C12Ce8,0.25
Mn4Sb2,0.36
Ce2Cu2Ge2,0.26
Cu6Sb2,0.38
Pt2V6,0.31
CNbRu3,0.26
BaGe2Mn2,0.2
BiSm,0.27
Al2Hf2,0.24
BaTe,0.31
Br6Gd2,0.35
Cu5Dy,0.42
Cu2HoIn,0.33
Cu2Ge2Sr,0.26
AlCo2Nb,0.3
CrCs2F6K,0.26
F3KNi,0.27
Os8Y4,0.39
MoZn7,0.3
S4Sb2Tl2,0.3
Rh,0.26
CaCd2Sb2,0.28
AgLaO2,0.41
OSb2Sr4,0.2
F6GeRb2,0.41
Li2PbPd,0.49
AlAu2Li,0.34
Au2CdLa,0.44
CoHf2Re,0.3
AgHg2Nd,0.38
HfPaTc2,0.38
Au2Sc2Si2,0.26
Ca2LiMg,0.43
HgOs,0.36
ISm3,0.38
AlO3Sr,0.32
CaHg2Sr,0.36
CsGeO3,-0.29
AcEr3,0.26
F6InRb2Tl,-0.11
BiCs2F6In,0.35
Ba6Cu11F34,0.31
Au6P14Sn2,-0.1
Ca3NP,0.25
Ru3Zr,0.33
Pt4Y4,0.36
PrRbSe2,0.25
Ge3Nd2Zn6,0.21
Ca2Rh2Sn4,0.29
Hg4O4,0.32
Cu2Th,0.25
Tl,0.47
Fe3NPd,0.3
HgLi3,0.31
Cu2Sn2Ti2,0.28
Co2Sn4,0.27
Nb6Sb2,0.3
As2BaCo2,0.28
BiHo,0.25
Co4Hf2,0.3
PrTe,0.35
Pd3Tb,0.3
CuNi2Sb,0.42
Ge2Ni2Th,0.37
Ag4O2,0.5
Fe3NNi,0.3
Se2Ta,0.34
Sr2Zn4,0.31
Sb8Zr10,0.3
Mg2O8W2,0.33
AgMg2Nd,0.35
Fe24N8,0.3
Mn4Sb2,0.36
Ni15O16,0.29
AgCuO2,0.16
Cu4Li4S4,0.24
Cl6In2,0.27
MgRh2Tl,0.31
Au2MgZn,0.41
IrMgTm2,0.37
Ru2VZn,0.34
CuIrYb2,0.3
Rh2ScZn,0.32
AlNiV,4.94
AlIrSc2,0.31
Re6Sn2,0.51
Np12S20,0.25
N6Re2Ti2,0.31
ErN,0.74
CCd,0.36
AlSi,0.58
CFe2Si2Sm2,0.26
Ni2Te2,0.3
CdMg,0.22
Be2Ta4,0.24
Ca2Cu2F8,0.31
BaF6Ir,0.36
Si2Yb,-12.63
C12Y8,0.28
Cr4O16P4,0.2
Ce4,0.27
Mn2Si2Tb2,0.26
B4V6,0.19
Cu2InSc,0.31
CRu3V,0.35
F2I2Sr2,0.33
Bi12Ni4,0.36
Ba2Zn10,0.26
Al8O16Sr4,0.26
Co4Np2,0.62
Cr4O24Sr8Ta4,0.26
Ba3N2OZn,0.29
CNa4O4,0.25
S5Zn5,0.3
MnPtSb,0.4
Al8Ti4,0.2
N10P6,0.25
Cl2Fe,0.2
HoPt2Si2,0.49
TiTl2W,31.34
RuSnW,0.49
HV2,0.38
CuGaPt2,0.33
Cu4Si2Te6,0.29
F8K2Ti2,0.36
Ac2CuGe,0.34
MnRuTi2,0.31
Co2TiZn,0.3
NaTl2Tm,0.23
CdLi2Mg,0.31
MgPd5,0.36
Mo3Na,0.44
BeO3Zn,0.81
Ba2O5Pd2,0.32
